,notebook_name,notebook_brand,notebook_model,product_code,price,currency,cpu_brand,cpu_gen,cpu_tech,cpu_no,cpu_speed,cpu_cores,ram_capacity,ram_type,ram_speed,monitor_size,monitor_hz,monitor_resolution,monitor_type,gpu_brand,gpu_chipset,disc_capacity,disc_type,os,weight
109,"
Acer Predator 13.Nesil Core i9 13900HX-RTX4080 12Gb-32Gb-1Tb Ssd-18inc-W11
",ACER,Acer Predator 13.Nesil Core i9 Notebook,PH18-71-91SC,98.999,TL,Intel,13. Nesil,Core i9,13900HX,Turbo Boost 5.4 GHz,24,32 GB,DDR5,None,18 inch,240 Hz,2560 x 1600,LCD,NVIDIA,RTX 4080,1 TB,NVMe SSD,Windows 11 Home 64,3.4 Kg.
110,"
Acer Nitro 5 12.Nesil Core i7 12700H-RTX4060 8Gb-16Gb-1TB Ssd-15.6inc-FreeDos
",ACER,Acer Nitro 5 12.Nesil Core i7 Notebook,AN515-58-775T,46.999,TL,Intel,Intel 12.Nesil,Core i7,12700H,Turbo Boost 4.7 GHz,14,16 GB,DDR5,None,15.6 inch,165 Hz,1920 x 1080,LED,NVIDIA,RTX 4060,1 TB,SSD,Linux,2.5 Kg.
111,"
Lenovo Ideapad Düet 5 12.Nesil Core i5 1235U-8Gb-256Gb Ssd-12.4inc-W11
",LENOVO,Ideapad Düet 5,82TQ004WTX,35.999,TL,Intel,12. Nesil,Core i5,1235U,Turbo Boost 4.4 GHz,10,8 GB,LPDDR4X,4266 MHz,12.4 inch,None,2560 x 1600,Full HD,Intel,Intel® Iris Xe Graphics,256 GB,NVMe SSD,Windows 11 Home 64,1.2 Kg.
112,"
Asus Zenbook S13 Oled Ux5304 Evo Core Ultra 7 155U-32Gb-1Tb Ssd-13.3inc-W11
",ASUS,Zenbook S13,UX5304MA-NQ012W,71.777,TL,Intel,1. Nesil,Core Ultra 7,155U,Turbo Boost 4.8 GHz,12,32 GB,Birleşik Bellek,None,13.3 inch,60 Hz,2880 x 1800,OLED,Intel,Intel Graphics,1 TB,NVMe SSD,Windows 11 Home 64,1 Kg.
113,"
Lenovo Yoga Pro 7 13.Nesil Core i7 13700H-RTX4050 6Gb-16Gb-512Gb-14.5inc-W11
",LENOVO,Yoga Pro 7,82Y7004LTX,69.999,TL,Intel,13. Nesil,Core i7,13700H,Turbo Boost 5.0 GHz,14,16 GB,LPDDR5,5200 MHz,14.5 inch,None,3072 x 1920,3K,NVIDIA,Rtx 4050,512 GB,NVMe SSD,Windows 11 Home 64,1.49 Kg.
114,"
MacBook Air MRYU3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Midnight
",APPLE,Macbook Air M3,MRYU3TU/A,52.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,HD,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.51 Kg.
115,"
Msi Vector 16HX 14.Nesil Core i9 14900HX-RTX4080 12Gb-32Gb-1Tb Ssd-16inc-W11
",MSI,Vector 16HX,VECTOR 16 HX A14VHG-437TR,110.499,TL,Intel,14. Nesil,Core i9,14900HX,Turbo Boost 5.8 GHz,24,32 GB,DDR5,5600 MHz,16 inch,240 Hz,2560 x 1600,QHD,NVIDIA,RTX 4080,1 TB,NVMe SSD,Windows 11 Home 64,2.70 Kg.
116,"
Acer Aspire 5 12.Nesil Core i5 12450H -8Gb-512Gb Ssd-15.6inc-W11
",ACER,Aspire 5 Notebook,A515-57-57FM,22.084,TL,Intel,Intel 12.Nesil,Core i5,12450H,Turbo Boost 4.4 GHz,12,8 GB,DDR4,None,15.6 inch,60 Hz,1920 x 1080,IPS,Intel,Intel UHD Graphics,512 GB,SSD,Windows 11 Home 64,1.76 Kg.
117,"
Acer Nitro 16 13.Nesil Core i5 13500H-RTX4050 6Gb-8Gb-1Tb Ssd-16inc-FreeDos
",ACER,Acer Nitro 5 Notebook,AN16-51-532R,38.999,TL,Intel,13. Nesil,Core i5,13500H,Turbo Boost 4.7 GHz,12,8 GB,DDR5,None,16 inch,None,1920 x 1200,LED,NVIDIA,Rtx 4050,1 TB,SSD,FreeDOS,2.5 Kg.
118,"
Asus Tuf Gaming F15 11.Nesil Core i5 11400H-RTX3050 4Gb-8Gb-512GbSsd-15.6inc-W11
",ASUS,FX506HC-HN429W-Gaming,FX506HC-HN429W-Gaming,32.945,TL,Intel,11. Nesil,Core i5,11400H,Turbo Boost 4.5 GHz,6,8 GB,DDR4,3200 MHz,15.6 inch,None,1920 x 1080,Anti-Glare,NVIDIA,RTX 3050,512 GB,NVMe SSD,Windows 11 Home 64,2.3 Kg.
119,"
MacBook Air MRXT3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-13.6inc-Starlight
",APPLE,Macbook Air M3,MRXT3TU/A,45.499,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,HD,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.24 Kg.
120,"
MacBook Pro MRW63TU/A M3 Pro 36Gb-512Gb Ssd-Liquid Retina-16inc-Gümüş
",APPLE,MacBook Pro M3 Pro,MRW63TU/A,107.999,TL,Apple,None,M3 Pro,Paylaşılmıyor,Paylaşılmıyor,12,36 GB,Birleşik Bellek,None,16.2 inch,60 Hz,3456 x 2234,Retina,APPLE,None,512 GB,SSD,Mac OS,2.14 Kg.
121,"
MacBook Pro MR7K3TU/A M3 8Gb-1TB Ssd-Liquid Retina-14inc-Gümüş
",APPLE,Macbook Pro M3,MR7K3TU/A,64.599,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,1 TB,SSD,Mac OS,1.55 Kg.
122,"
Acer Aspire 5 11.Nesil Core i5 1135G7 -8Gb-512Gb Ssd-15.6inc-Mx450 2Gb-W11
",ACER,Aspire 5,A515-56G-51R8,19.999,TL,Intel,11. Nesil,Core i5,1135G7,Turbo Boost 4.1 GHz,4,8 GB,DDR4,None,15.6 inch,None,1920 x 1080,IPS,NVIDIA,MX450,512 GB,SSD,Windows 11 Home 64,1.8 Kg.
123,"
Hp Omen 17-ck2008nt 13.Nesil Core i7 13700HX-RTX4080 12Gb-32Gb-2Tb-17inc-W11
",HP,7P654EA,7P654EA,101.211,TL,Intel,13. Nesil,Core i7,13700HX,Turbo Boost 5.0 GHz,16,32 GB (2x16GB),DDR5,4800 MHz,17.3 inch,240 Hz,2560 x 1440,Mikro Kenarlı,NVIDIA,RTX 4080,2 TB,NVMe SSD,Windows 11 Home 64,2.78 Kg.
124,"
MacBook Air MLY23TU/A M2 8Gb-512Gb Ssd-Liquid Retina-13.6inc-Yıldız ışığı
",APPLE,MLY23TU/A,MLY23TU/A,46.999,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,HD,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Monterey,1.24 Kg.
125,"
MacBook Air MRYM3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Space Grey
",APPLE,Macbook Air M3,MRYM3TU/A,52.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,HD,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.51 Kg.
126,"
Asus Rog Zephyrus G16 Core Ultra 9 185H-RTX4070 8Gb-32Gb-1Tb-16inc-W11
",ASUS,Rog Zephyrus G16,GU605MI-QR044W-Gaming,119.999,TL,Intel,1. Nesil,Core Ultra 9,185H,Turbo Boost 5.1 GHz,16,32 GB (2x16GB),LPDDR5,None,16 inch,240 Hz,2560 x 1600,2.5K,NVIDIA,RTX 4070,1 TB,NVMe SSD,Windows 11 Home 64,1.95 Kg.
127,"
MacBook Air MQKW3TU/A M2 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Gece Yarısı
",APPLE,MacBook Air,MQKW3TU/A,42.097,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,IPS,APPLE,Paylaşılmıyor,256 GB,SSD,macOS Ventura,1.51 Kg.
128,"
MacBook Air Z124M116256-TQ6 M1 16Gb-256Gb Ssd-Retina-13.3inc-Space Grey
",APPLE,Z124M116256-TQ6,Z124M116256-TQ6,37.999,TL,Apple,None,M1,Paylaşılmıyor,Paylaşılmıyor,8,16 GB,Birleşik Bellek,None,13.3 inch,None,2560 x 1600,IPS,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.29 Kg.
129,"
MacBook Air MRYN3TU/A M3 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Space Grey
",APPLE,Macbook Air M3,MRYN3TU/A,62.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Retina,APPLE,Paylaşılmıyor,512 GB,SSD,Mac OS,1.51 Kg.
130,"
MacBook Pro MRX83TU/A M3 Max 36Gb-1Tb Ssd-Liquid Retina-14inc-Gümüş
",APPLE,MacBook Pro M3 Pro,MRX83TU/A,106.949,TL,Apple,None,M3 Max,Paylaşılmıyor,Paylaşılmıyor,14,36 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,1 TB,SSD,Mac OS,1.61 Kg.
131,"
Casper Excalibur 12.Nesil Core i5 12450H-RTX4060 8Gb-32Gb-1Tb Ssd-15.6inc-W11
",CASPER,G870.1245-DQB0P-B,G870.1245-DQB0P-B,41.499,TL,Intel,12. Nesil,Core i5,12450H,Turbo Boost 4.4 GHz,8,32 GB,DDR4,3200 MHz,15.6 inch,144 Hz,1920 x 1080,IPS,NVIDIA,RTX 4060,1 TB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
132,"
Lenovo Yoga Slim 7 Pro Evo 12.Nesil Core i5 1240P-16Gb-512Gb Ssd-14inc-W11
",LENOVO,Yoga Slim 7 Pro,82SV009QTX,42.999,TL,Intel,12. Nesil,Core i5,1240P,Turbo Boost 4.4 GHz,12,16 GB,LPDDR5,4800 MHz,14 inch,None,2880 x 1800,Dokunmatik,Intel,Intel® Iris Xe Graphics,512 GB,NVMe SSD,Windows 11 Home 64,1.32 Kg.
133,"
Lenovo Legion Pro 5 13.Nesil Core i9 13900H-RTX4070 8Gb-32Gb-1Tb Ssd-16inc-W11
",LENOVO,Legion Pro 5,82WK00J5TX,95.999,TL,Intel,13. Nesil,Core i9,13900HX,Turbo Boost 5.4 GHz,24,32 GB (2x16GB),DDR5,5600 MHz,16 inch,240 Hz,2560 x 1600,Anti-Glare,NVIDIA,RTX 4070,1 TB,NVMe SSD,Windows 11 Home 64,2.55 Kg.
134,"
MacBook Pro MRX33TU/A M3 Pro 18Gb-512Gb Ssd-Liquid Retina-14inc-Uzay Siyahı
",APPLE,MacBook Pro M3 Pro,MRX33TU/A,84.999,TL,Apple,None,M3 Pro,Paylaşılmıyor,Paylaşılmıyor,11,18 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,512 GB,SSD,Mac OS,1.61 Kg.
135,"
Acer Nitro 5 5.Nesil Ryzen 7 5800H-RTX3080 8Gb-16Gb-1Tb Ssd-15.6inc-W11
",ACER,Nitro 5,AN515-45-R1Y9,42.999,TL,AMD,5. Nesil,Ryzen™ 7,5800H,Turbo Boost 4.4 GHz,8,16 GB,DDR4,None,15.6 inch,144 Hz,1920 x 1080,Full HD,NVIDIA,RTX 3080,1 TB,SSD,Windows 11 Home 64,2.2 Kg.
136,"
Asus Vivobook 15 12.Nesil Core i3 1215U-4Gb-256Gb Ssd-15.6inc-W11
",ASUS,Vivobook 15,X1502ZA-EJ652W,15.124,TL,Intel,12. Nesil,Core i3,1215U,Turbo Boost 4.4 GHz,10,4 GB,DDR4,None,15.6 inch,None,1920 x 1080,LED,Intel,Intel UHD Graphics,256 GB,NVMe SSD,Windows 11 Home 64,1.7 Kg.
137,"
MacBook Air MQKQ3TU/A M2 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Uzay Grisi
",APPLE,MQKQ3TU/A,MQKQ3TU/A,53.499,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Retina,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Ventura,1.51 Kg.
138,"
MacBook Air MLXX3TU/A M2 8Gb-512Gb Ssd-Liquid Retina-13.6inc-Uzay Grisi
",APPLE,MLXX3TU/A,MLXX3TU/A,46.999,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,HD,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Monterey,1.24 Kg.
139,"
Msi Claw A1M Core Ultra 7 155H-16Gb-1Tb Ssd-7inc-W11
",MSI,Claw A1M,CLAW A1M-089TR,48.999,TL,Intel,None,Core Ultra 7,155H,Turbo Boost 4.8 GHz,16,16 GB,LPDDR5,6400 MHz,7 inch,None,1920 x 1080,Full HD,Intel,Arc™ Graphics,1 TB,NVMe SSD,Windows 11 Home 64,"0,675 Gr."
140,"
Dell G15 5530 13.Nesil Core i9 13900HX-RTX4060 8Gb-32Gb-1Tb Ssd-15.6inc-W11
",DELL,G15 5530,G55302401017H,63.208,TL,Intel,13. Nesil,Core i9,13900HX,Turbo Boost 5.4 GHz,24,32 GB (2x16GB),DDR5,4800 MHz,15.6 inch,165 Hz,1920 x 1080,Full HD,NVIDIA,RTX 4060,1 TB,NVMe SSD,Windows 11 Home 64,2.81 Kg.
141,"
MacBook Air Z160M2JT16256-TQ6 M2 16Gb-256Gb Ssd-Retina-13.3inc-Gece Yarısı
",APPLE,MacBook Air M2,Z160M2JT16256-TQ6,51.699,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,16 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,Retina,APPLE,Paylaşılmıyor,256 GB,SSD,macOS Monterey,1.24 Kg.
142,"
Msi Prestige 16 Evo Core Ultra 7 155H-RTX4060 8GB-32Gb-1Tb Ssd-16inc-W11
",MSI,Prestige 16,PRESTIGE 16 AI STUDIO B1VFG-024TR,89.810,TL,Intel,None,Core Ultra 7,155H,Turbo Boost 4.8 GHz,16,32 GB,LPDDR5,None,16 inch,None,2560 x 1600,QHD,NVIDIA,RTX 4060,1 TB,NVMe SSD,Windows 11 Home 64,1.6 Kg.
143,"
MacBook Air MQKV3TU/A M2 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Yıldız ışığı
",APPLE,MQKV3TU/A,MQKV3TU/A,53.499,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,HD,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Ventura,1.51 Kg.
144,"
Asus Rog Strix G16 13.Nesil Core i7 13650HX-RTX4060 8Gb-16Gb-512Gb-16inc-W11
",ASUS,Rog Strix G16,G614JV-N3110W-Gaming,61.999,TL,Intel,13. Nesil,Core i7,13650HX,Turbo Boost 4.9 GHz,14,16 GB,DDR5,4800 MHz,16 inch,165 Hz,1920 x 1200,Full HD,NVIDIA,RTX 4060,512 GB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
145,"
Hp 15-fc0017nt 7.Nesil Ryzen 5 7520U-8Gb-256Gb Ssd-15.6inc-W11
",HP,15-FC0017NT,7Q9K9EA,18.411,TL,AMD,None,Ryzen™ 5,7520U,2.8 GHz Turbo Boost 4.3 GHz,4,8 GB,LPDDR5,None,15.6 inch,60 Hz,1920 x 1080,Full HD,AMD,AMD Radeon Graphics,256 GB,NVMe SSD,Windows 11 Home 64,1.6 Kg.
146,"
MacBook Air MRXP3TU/A M3 8Gb-512Gb Ssd-Liquid Retina-13.6inc-Space Grey
",APPLE,Macbook Air M3,MRXP3TU/A,52.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,Retina,APPLE,Paylaşılmıyor,512 GB,SSD,Mac OS,1.24 Kg.
147,"
Asus Rog Zephyrus G16 Core Ultra 9 185H-RTX4090 16Gb-32Gb-2Tb-16inc-W11
",ASUS,Rog Zephyrus G16,GU605MY-OLED009W-Gaming,186.262,TL,Intel,1. Nesil,Core Ultra 9,185H,Turbo Boost 5.1 GHz,16,32 GB (2x16GB),LPDDR5,None,16 inch,240 Hz,2560 x 1600,OLED,NVIDIA,RTX 4090,2 TB,NVMe SSD,Windows 11 Home 64,1.95 Kg.
148,"
MacBook Air Z160M2JT16512-TQ6 M2 16Gb-512Gb Ssd-Retina-13.3inc-Gece Yarısı
",APPLE,MacBook Air M2,Z160M2JT16512-TQ6,58.899,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,16 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,Retina,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Monterey,1.24 Kg.
149,"
Casper Excalibur 12.Nesil Core i5 12450H-RTX2050 4Gb-8Gb-500Gb Ssd-15.6inc-W11
",CASPER,Excalibur,G870.1245-8VG0T-B,29.999,TL,Intel,12. Nesil,Core i5,12450H,Turbo Boost 4.4 GHz,8,8 GB,DDR4,3200 MHz,15.6 inch,144 Hz,1920 x 1080,IPS,NVIDIA,RTX 2050,500 GB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
150,"
MacBook Air MQKR3TU/A M2 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Gümüş
",APPLE,MacBook Air,MQKR3TU/A,44.499,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,IPS,APPLE,Paylaşılmıyor,256 GB,SSD,macOS Ventura,1.51 Kg.
151,"
MacBook Pro MPHK3TU/A M2 Max 32Gb-1Tb Ssd-Liquid Retina-14inc-Gümüş
",APPLE,MacBook Pro,MPHK3TU/A,112.372,TL,Apple,None,M2 Max,Paylaşılmıyor,Paylaşılmıyor,12,32 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,1 TB,SSD,macOS Ventura,1.65 Kg.
152,"
Lenovo Legion 5 Pro 12.Nesil Core i7 12700H-RTX3060 6Gb-16Gb-1Tb Ssd-16inc-W11
",LENOVO,Legion 5 Pro,82RF00N1TX,66.999,TL,Intel,12. Nesil,Core i7,12700H,Turbo Boost 4.7 GHz,14,16 GB (2x8GB),DDR5,4800 MHz,16 inch,165 Hz,2560 x 1600,Anti-Glare,NVIDIA,RTX 3060,1 TB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
153,"
MacBook Air MRYP3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Silver
",APPLE,Macbook Air M3,MRYP3TU/A,52.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Full HD,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.51 Kg.
154,"
Hp Spectre X360 14-ef2004nt Evo 13.Nesil Core i7 1355U-16Gb-1Tb Ssd-13.5inc-W11
",HP,Spectre X360,7P697EA,58.658,TL,Intel,13. Nesil,Core i7,1355U,Turbo Boost 5.0 GHz,10,16 GB,LPDDR4X,4266 MHz,13.5 inch,None,1920 x 1280,IPS,Intel,None,1 TB,NVMe SSD,Windows 11 Home 64,1.36 Kg.
155,"
MacBook Pro MRW23TU/A M3 Pro 36Gb-512Gb Ssd-Liquid Retina-16inc-Uzay Siyahı
",APPLE,MacBook Pro M3 Pro,MRW23TU/A,107.999,TL,Apple,None,M3 Pro,Paylaşılmıyor,Paylaşılmıyor,12,36 GB,Birleşik Bellek,None,16.2 inch,60 Hz,3456 x 2234,Retina,APPLE,None,512 GB,SSD,Mac OS,2.14 Kg.
156,"
MacBook Pro MRX63TU/A M3 Pro 18Gb-512Gb Ssd-Liquid Retina-14inc-Gümüş
",APPLE,MacBook Pro M3 Pro,MRX63TU/A,84.999,TL,Apple,None,M3 Pro,Paylaşılmıyor,Paylaşılmıyor,11,18 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,512 GB,SSD,Mac OS,1.61 Kg.
157,"
Acer Swift 14 Evo 13.Nesil Core i7 13700H-16Gb-512Gb Ssd-14inc-W11
",ACER,Acer Swift 14 13.Nesil Core i7 Notebook,SF14-71T-76SL,47.058,TL,Intel,13. Nesil,Core i7,13700H,Turbo Boost 5.0 GHz,14,16 GB,DDR5,None,14 inch,60 Hz,1920 x 1080,LCD,Intel,None,512 GB,NVMe SSD,Windows 11 Home 64,1.2 Kg.
158,"
Lenovo Legion Pro 5 13.Nesil Core i7 13700H-RTX4070 8Gb-32Gb-1Tb Ssd-16inc-W11
",LENOVO,Legion Pro 5,82WK0023TX,89.999,TL,Intel,13. Nesil,Core i7,13700HX,Turbo Boost 5.0 GHz,16,32 GB (2x16GB),DDR5,4800 MHz,16 inch,240 Hz,2560 x 1600,Anti-Glare,NVIDIA,RTX 4070,1 TB,NVMe SSD,Windows 11 Home 64,2.55 Kg.
159,"
Acer Swift Edge 16 7. Nesil Ryzen 7 7840U-32Gb-1Tb Ssd-16inc-W11
",ACER,Swift Edge 16,SFE16-43-R4FA,46.999,TL,AMD,None,Ryzen™ 7,7840U,"3,3 GHz",8,32 GB,LPDDR5,None,16 inch,120 Hz,3200 x 2000,OLED,AMD,Radeon,1 TB,NVMe SSD,Windows 11 Home 64,1.24 Kg.
160,"
Lenovo Yoga Book 9 13.Nesil Core i7 1355U-16Gb-1Tb Ssd-13.3inc-W11
",LENOVO,Yoga Book 9,82YQ004STR,104.999,TL,Intel,13. Nesil,Core i7,1335U,Turbo Boost 3.7 GHz,10,16 GB,Birleşik Bellek,6400 MHz,13.3 inch,60 Hz,2880 x 1800,OLED,Intel,Intel® Iris Xe Graphics,1 TB,NVMe SSD,Windows 11 Home 64,1.35 Kg.
161,"
MacBook Air MRYV3TU/A M3 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Midnight
",APPLE,Macbook Air M3,MRYV3TU/A,62.499,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Full HD,APPLE,Paylaşılmıyor,512 GB,SSD,Mac OS,1.51 Kg.
162,"
MacBook Air MRXQ3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-13.6inc-Silver
",APPLE,Macbook Air M3,MRXQ3TU/A,45.499,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,IPS,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.24 Kg.
163,"
Hp Victus 16-r1046nt 14.Nesil Core i5 14500HX-RTX4060 8Gb-16Gb-512Gb-16.1inc-W11
",HP,Victus,9J248EA,49.999,TL,Intel,14. Nesil,Core i5,14500HX,Turbo Boost 4.9 GHz,14,16 GB (2x8GB),DDR5,5600 MHz,16.1 inch,144 Hz,1920 x 1080,IPS,NVIDIA,RTX 4060,512 GB,NVMe SSD,Windows 11 Home 64,2.34 Kg.
164,"
Msi Prestige 16 Evo Core Ultra 7 155H-16Gb-1Tb Ssd-16inc-W11
",MSI,Prestige 16,PRESTIGE 16 AI EVO B1MG-015TR,61.999,TL,Intel,None,Core Ultra 7,155H,Turbo Boost 4.8 GHz,16,16 GB,LPDDR5,None,16 inch,None,2560 x 1600,QHD,Intel,Arc™ Graphics,1 TB,NVMe SSD,Windows 11 Home 64,1.5 Kg.
165,"
MacBook Pro MRW73TU/A M3 Max 36Gb-1Tb Ssd-Liquid Retina-16inc-Gümüş
",APPLE,Macbook Pro M3 Max,MRW73TU/A,142.499,TL,Apple,None,M3 Max,Paylaşılmıyor,Paylaşılmıyor,14,36 GB,Birleşik Bellek,None,16 inch,60 Hz,3456 x 2234,Retina,APPLE,None,1 TB,SSD,Mac OS,2.15 Kg.
